                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.2884,                0.61139,                0.89464,                0.99232,                      1,                0.99486,                0.64799,                  1.292,                0.60851,                0.87826,               0.001604,               0.001604,               0.001604
                     13,                 1.2798,                0.59692,                 0.8856,                0.99226,                      1,                0.99409,                0.62401,                 1.3271,                0.59448,                0.87289,              0.0015644,              0.0015644,              0.0015644
                     14,                 1.2557,                0.59764,                0.89474,                0.99213,                      1,                0.99444,                0.65915,                 1.2147,                0.60148,                0.86007,              0.0015248,              0.0015248,              0.0015248
                     15,                 1.2412,                0.58804,                0.88218,                0.99194,                      1,                0.99472,                0.62785,                 1.2647,                0.60409,                0.86901,              0.0014852,              0.0014852,              0.0014852
                     16,                  1.213,                0.56301,                0.88252,                0.99205,                      1,                0.99479,                0.66575,                 1.1852,                0.58042,                0.85029,              0.0014456,              0.0014456,              0.0014456
                     17,                  1.195,                 0.5614,                0.88237,                0.99219,                      1,                0.99339,                0.56162,                 1.5559,                0.65236,                0.90433,               0.001406,               0.001406,               0.001406
                     18,                  1.203,                0.56114,                0.88173,                0.99252,                      1,                0.99409,                0.70658,                 1.1602,                0.56674,                0.85814,              0.0013664,              0.0013664,              0.0013664
                     19,                 1.1927,                0.55277,                0.87723,                  0.993,                 0.9993,                0.99402,                 0.6316,                 1.2696,                0.59233,                0.85588,              0.0013268,              0.0013268,              0.0013268
                     20,                 1.1637,                0.55456,                  0.873,                0.99209,                      1,                0.99402,                0.69989,                 1.1042,                0.54945,                 0.8414,              0.0012872,              0.0012872,              0.0012872
                     21,                 1.1719,                0.53769,                0.87499,                0.99237,                      1,                0.99346,                0.63923,                 1.3291,                0.58851,                0.86519,              0.0012476,              0.0012476,              0.0012476
                     22,                 1.1403,                0.53137,                0.87335,                0.99216,                      1,                 0.9943,                 0.6829,                 1.1356,                0.55861,                0.84761,               0.001208,               0.001208,               0.001208
                     23,                 1.1456,                0.52266,                0.86953,                0.99235,                      1,                0.99486,                0.69282,                 1.2101,                0.55391,                0.85178,              0.0011684,              0.0011684,              0.0011684
                     24,                 1.1178,                0.51279,                0.86684,                0.99234,                      1,                0.99472,                0.69078,                 1.1004,                0.51049,                 0.8406,              0.0011288,              0.0011288,              0.0011288
                     25,                 1.1211,                0.51772,                0.86154,                0.99238,                      1,                0.99402,                0.71844,                 1.1085,                0.51866,                0.84404,              0.0010892,              0.0010892,              0.0010892
                     26,                 1.1116,                0.51588,                0.85606,                0.99102,                      1,                0.99479,                 0.6821,                 1.1394,                0.52337,                0.84045,              0.0010496,              0.0010496,              0.0010496
                     27,                 1.0625,                0.49673,                0.86217,                0.99243,                      1,                0.99444,                0.70892,                 1.1042,                0.49364,                0.83837,                0.00101,                0.00101,                0.00101
                     28,                 1.0672,                0.49167,                0.85517,                0.99241,                      1,                  0.995,                0.72195,                 1.0897,                0.49144,                0.83138,              0.0009704,              0.0009704,              0.0009704
                     29,                 1.0301,                0.47399,                0.85382,                0.99241,                      1,                  0.995,                0.72269,                 1.1059,                0.51213,                0.83773,              0.0009308,              0.0009308,              0.0009308
                     30,                 1.0337,                0.47892,                0.85182,                0.99221,                      1,                0.99472,                0.72508,                 1.0608,                0.47933,                0.83399,              0.0008912,              0.0008912,              0.0008912
                     31,                 1.0202,                0.48253,                 0.8505,                0.99247,                      1,                0.99444,                0.69852,                 1.1103,                0.50039,                0.83818,              0.0008516,              0.0008516,              0.0008516
                     32,                 1.0276,                0.47895,                0.85793,                0.99247,                      1,                0.99458,                0.71955,                  1.085,                0.47995,                0.83166,               0.000812,               0.000812,               0.000812
                     33,                 1.0034,                0.46658,                0.84788,                0.99234,                      1,                0.99444,                0.70799,                 1.1149,                0.48743,                0.83515,              0.0007724,              0.0007724,              0.0007724
                     34,                0.99348,                0.46437,                0.84505,                0.99133,                      1,                  0.995,                0.67181,                 1.1968,                0.49509,                0.85131,              0.0007328,              0.0007328,              0.0007328
                     35,                0.97697,                0.45436,                0.83951,                0.99252,                      1,                0.99479,                0.73016,                 1.0448,                0.47463,                0.83256,              0.0006932,              0.0006932,              0.0006932
                     36,                0.97004,                 0.4551,                0.83443,                0.99166,                      1,                0.99479,                0.73143,                 1.0369,                0.48308,                0.82518,              0.0006536,              0.0006536,              0.0006536
                     37,                0.96483,                0.44516,                0.83669,                0.99254,                      1,                0.99486,                0.73827,                 1.0419,                0.45469,                0.82713,               0.000614,               0.000614,               0.000614
                     38,                0.93697,                 0.4409,                0.84586,                0.99251,                      1,                0.99451,                0.72569,                 1.0646,                0.44672,                0.83158,              0.0005744,              0.0005744,              0.0005744
                     39,                 0.9231,                0.43631,                0.83125,                0.99252,                      1,                0.99486,                0.72706,                 1.0304,                0.44194,                0.82491,              0.0005348,              0.0005348,              0.0005348
                     40,                0.90596,                  0.429,                0.82958,                0.99249,                      1,                0.99486,                0.72082,                 1.0956,                0.46593,                0.83201,              0.0004952,              0.0004952,              0.0004952
                     41,                0.95025,                0.43421,                0.84783,                0.99249,                      1,                0.99479,                0.70996,                  1.078,                0.46529,                0.83361,              0.0004556,              0.0004556,              0.0004556
                     42,                0.86418,                0.41026,                0.83577,                0.99247,                      1,                0.99451,                0.74615,                 1.0396,                0.44233,                0.82752,               0.000416,               0.000416,               0.000416
                     43,                0.86515,                0.41005,                0.83025,                0.99198,                      1,                0.99486,                0.72359,                 1.0576,                0.45153,                 0.8314,              0.0003764,              0.0003764,              0.0003764
                     44,                0.84613,                0.40333,                0.82779,                0.99252,                      1,                0.99479,                0.72552,                 1.0943,                0.44975,                0.83501,              0.0003368,              0.0003368,              0.0003368
                     45,                0.83004,                0.39046,                0.82664,                0.99254,                      1,                0.99486,                0.73729,                 1.0712,                0.44407,                0.83012,              0.0002972,              0.0002972,              0.0002972
                     46,                0.80701,                0.38486,                0.82834,                0.99239,                      1,                0.99451,                0.72387,                 1.0756,                0.44327,                0.83267,              0.0002576,              0.0002576,              0.0002576
                     47,                0.79776,                 0.3796,                0.82768,                0.99248,                      1,                0.99451,                0.73228,                 1.0685,                0.42964,                0.83212,               0.000218,               0.000218,               0.000218
                     48,                0.76688,                0.36776,                 0.8241,                0.99238,                      1,                0.99451,                0.74367,                 1.0124,                0.41434,                0.82613,              0.0001784,              0.0001784,              0.0001784
                     49,                0.74712,                0.36213,                0.81554,                0.99243,                      1,                0.99458,                0.72379,                 1.0695,                0.42114,                0.83327,              0.0001388,              0.0001388,              0.0001388
                     50,                0.75554,                0.36307,                0.81876,                0.99236,                      1,                0.99451,                0.74943,                 1.0131,                0.41579,                  0.825,               9.92e-05,               9.92e-05,               9.92e-05
